latitude,longitude,Address,Hospital Type,Services Empanelled
16.5028427,80.6388938,"Dr.Ramesh Cardiac And Multispeciality Hospital Ltd,VIJAYAWADA, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
13.8353393,77.4941932,"TEJA NURSING HOME,17-4-3/2, R.P.G.T.ROAD, Hindupur Muncipality, Hindupur, Anantapur, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.51361,80.041554,"Venkataramana Nursing Home,ONGOLE, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.7435509,83.3355257,"Ms Mahatma Gandhi Cancer Hospital and Research Institute,1/7 M.V.P.COLONY,VIZAG, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
13.6364361,79.4216349,"Russh Hospitals Pvt Ltd,10-14-576/6 1ST STREET R & R COLONY, TIRUPATHI - 517 501, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
16.2941921,80.4488438,"Lalitha Super Speciality Hospital P Ltd,GUNTUR, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
18.1460163,83.4424491,"Maharajah Institute Of Medical Sciences,VIZIANAGARAM, VIZIANAGARAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.7170847,83.3092112,"Apollo Hospitals Enterprises Ltd - Vizag,SIRIPURAM MAIN ROAD,VIZAG, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.9545157,82.2324514,"Sai Sudha Hospital,KAKINADA, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.0143886,81.7775143,"Swatantra HospitalsM.S Pvt Ltd,RAJAHMUNDRY, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.523785,80.6550594,"HCG Curie City Cancer Centre Health Care Global Enterprises Ltd,BESIDE GOWTHAM INTER NATIONAL SCHOOL, PADAVALAREVU,GUNADALA,VIJAYAWADA, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
14.1138674,78.1619226,"Sainath Hospital,1-616-2B , R.S.ROAD , KADIRI ANANTAPUR DIST-515591., ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
17.344213,78.5600567,"Kamineni Oncology Private Limited,SURVEY NO: 68, H.NO: 8-3-479, MANSOORABAD, RANGA REDDY DISTRICT, RANGA REDDY, ANDHRA PRADESH",Private (For Profit),-NA-
16.7571026,81.68825,"Srisaihospital,DNO12-69-5SILVERJUBILEEROAD OPP SNVT JR COLLEGE TANUKU,WESTGODAVARI-DIST, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
13.639663,79.4118921,"Sneha Hospital,SAROJINI DEVI LAY OUT , TIRUPATHI, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
16.970757,82.2373401,"Safe Emergency Hospital,2-2-7, USHAPRIYA COMPLEX, BHANUGUDI JUNCTION, KAKINADA, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.0012168,81.7861392,"KIMS (Krishna Institute of Medical Sciences Ltd) Rajahmundry,KATARIGARDENS, SEELAM NUKARAJU COMPLEX ROAD, Rajahmundry, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.344213,78.5600567,"Kamineni Hospitals Pvt Ltd,H.No: 8-3-479, Mansurabad, L.b. Nagar, R.R. Dist - 500 068, RANGA REDDY, ANDHRA PRADESH",Private (For Profit),-NA-
17.742642,83.31454,"Nikitha Hospital,54-13-6, Seethammadhara Jn. Vizag-13., VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.4876592,80.6774803,"Time Hospitals Private Limited,Gurunanak Nagar,Vijayawada,Krishna-District, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.9992764,81.7956607,"Chakradhar Hospitals,D.NO.85-6-24/1,R.T.C.COMPLEX ROAD, V.L.PURAM JN RAJAHMUNDRY, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
18.1145903,83.413361,"VENKATAPADMA HOSPITAL,VENKATAPADMA HEALTHCARE COMPLEX, 15-1-45, 3 LAMPS JUNCTION, VIZIANAGARAM - 535002, VIZIANAGARAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.9052283,82.0004756,"Dr.KVR HOSPITAL,6-18,MAIN ROAD,RAYAVARAM,EAST GODAVARI DIST,PIN: 533 346., EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.6867318,83.2035848,"Padmaja Hospital,OLD GAJUWAKA JUNCTION, VISAKHAPATNAM, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
14.4607099,78.8238167,"Bharathi Hospital,1/82, R.S.ROAD, YERRAMUKKAPALLI, KADAPA, Y.S.R., ANDHRA PRADESH",Private (For Profit),-NA-
16.5457962,81.519177,"Sri Lakshmi Hospitals,3-6-36 TOWNRAILWAY STATION ROAD Bhimavaram, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.947424,82.2314236,"Siddhartha Hospital,34-1-20, TEMPLE STREET, KAKINADA-533001, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.72758,83.3043372,"Sai Spoorthy Hospital,47-9-35, 3rd LANE, DWARAKANAGAR, VISAKHAPATNAM., VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.4844679,80.6169057,"Manipal Health Enterprises PVT LTD,Near Varadhi,Tadepalli, Guntur, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.5438473,81.5104008,"Varma Hospitals,Door. No.:1-7-4/2-1,Near Addavanthena Suryanarayanapuram, J.P. Road, Bhimavaram. 534 202, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.298606,80.453803,"Karumuri Hospital,GUNTUR, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.9965738,82.2233522,"TRUST HOSPITAL A UNIT OF SARVOTTAM HEALTH CARE PVT LTD,3-29,GAIGOLUPADU ROAD PAVARAM JUNCTION,NEAR NTR STATUE 533005, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.9558286,82.2344881,"7 STAR SUPER SPECIALITY HOSPITAL,20-01-61,, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
15.8351221,78.0423846,"BALAJI HOSPITAL,43/19, N.R PET, KURNOOL, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
14.6755565,77.6030968,"Dr. YSR Memorial Hospitals,12-2-878, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.5107398,80.0393341,"CHANDAMAMA CHILDRENS HOSPITAL,20/7/62(1), PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
18.304591,83.8818383,"KIMS SAI SESHDRI HOSPITAL,137, SRIKAKULAM, ANDHRA PRADESH",Private (For Profit),-NA-
14.6839761,77.6019217,"Snehalatha Hospitals Vaatsalya Hospital,13-3-510, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
17.7123509,83.3139235,"MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,DOOR NO 15-2-9, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
18.105193,83.137854,"KOLAPARTHI HOSPITAL,12-144, SRUNGAVARAPUKOTA, BC BOYS HOSTEL ROAD, NEAR TELEPHONE EXCHANGE, VIZIANAGARAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.8132734,78.0380988,"VISWABHARATHI HOSPITAL,50-760-A-4, GAYATHRI ESTATE, KURNOOL, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
17.0067267,81.7895705,"KAMALAKAR HOSPITAL,D.NO.75-7-20, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.706194,83.309213,"ABC HOSPITALS,16-1-13, KGH BEACH DOWN, MANARANIPETA, OPP COSTAL BATTERY, Vizag 530002, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.8144641,78.0449096,"SRI SAI SATYA HOSPITAL,46-1-SS-1, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
18.3067131,83.893054,"Sindhura Hospitals,NEW BRIDGE ROAD, DAY & NIGHT JUNCTION, SRIKAKULAM, SRIKAKULAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.2457961,80.6454757,"KAVURU INSTITUTE OF MEDICAL SCIENCES KIMS HOSPITAL,7-5-9/2 II TOWN POLICE STATION ROAD, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.5478068,80.6541538,"CHIKITSA HOSPITALS,77-17/3-7, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.5098286,80.6649579,"SENTINI HOSPITALS PRIVATE LIMITED,DR NO:54-15-5,B&C BESIDE VINAYAK THEATER RING ROAD VIJAYAWADA, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.9936555,82.2104802,"SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,1-82/A, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
15.8122434,78.0400397,"SRI VIJAYA DURGA CARDIAC CENTRE,50-760-A-114, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
18.4614918,83.6583284,"GMR Varalakshmi CARE Hospital,201/1/2/3/4/5/6, SRIKAKULAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.5145439,80.0434952,"AMRUTHA HEART HOSPITAL,4-46(36-1), PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.237052,80.0474355,"MOTHER THERESA MULTI SPECIALITY,79, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.480455,80.704902,"Boppana Medicare Limited,D.No. 15-177/1 Poranki Post, Vijayawada Mandal, Krishna District, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.2956438,80.4544996,"SAILAJA MULTISPECIALITY HOSPITAL,13-8-65 66, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
17.7144161,83.1957038,"KIMS ICON HOSPITAL(A Unit of ICON Krishi Institute of medical Sciences(P)Ltd),32-11-2, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.7545959,81.6745171,"APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,21-4-22, NEAR RAILWAY STATION, TANUKU, WESTGODAVARI, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.517483,80.6750971,"AAYUSH NRI LEPL HEALTHCARE PVT LTD,48-13-3,3A, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.9621873,82.2356486,"SANJIVI INSTITUTE OF ORTHOPAEDICS and SUPERSPECIALITIES PVT.LTD,11-11-1, RAMARAOPETA, TWOTOWN CENTER, behind nookalamma temple, 533004, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
15.504789,80.051374,"Nalluri Nursing Home,ONGOLE, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.8288042,78.0362936,"RR.HOSPITAL,40-304-10, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
17.0082053,81.7865874,"RAJAHMUNDRY ORTHOPEDIC HOSPITAL,75-1-18, PRAKASH NAGAR RAJAHMUNDRY, East Godavari, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
15.5140424,80.0438525,"VIJAYA HOSPITAL,3-307, 60 FEET ROAD ONGOLE Prakasam, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.0063567,81.7835295,"SRI ADITYA HOSPITAL,46-17-17 & 46-17-38 DANAVAIPETA, RAJAHMUNDRY, East Godavari, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.5117098,80.6374619,"SRI ANUHOSPITALS Pvt Ltd,2-28/1-13 KOVDAMUDIVARI STREET SURYARAO PETA VIJAYAWADA 2 VIJAYAWADA, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.511449,80.635825,"AIMS for CHILD HEALTH,29-23-31, Tadepallivari Street, Vijayawada, Krishna, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
15.5142,80.0438999,"SAI VEENA CHILDRENS HOSPITAL,3-312, 60 FEET ROAD, ONGOLE, Prakasam, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.849164,78.0212634,"SANJEEVANI HEALTH CARE,201/2A2,MAMIDALAPADU,KURNOOL, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
16.298511,80.4542508,"veeraiahchowdaryorthotrauma and multi speciality hospital,13-1-296, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.7986735,78.0466739,"AMMA HOSPITAL,87/654-1A, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
15.8322017,78.0385812,"SGR HOSPITALS,40-447-18, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
16.2354428,80.0471414,"SAI TIRUMALA SUPER SPECIALITY HOSPITAL,9-12-9, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.828724,80.358728,"SRI KAMAKSHI CARE HOSPITAL,9-1-80, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.6825341,83.1969804,"GAJUWAKA HOSPITALS PVT LTD RK HOSPITAL,26-16-7, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.230377,80.049902,"VARABABU SUPER SPECIALITY HOSPITALS,12-4-2, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
17.727636,83.2940483,"VISAKHA HOSPITALS AND DIAGNOSTICS LTD CARE HOSPITAL III,43-9-201, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.9621873,82.2356486,"Raghava 24 Hours Hospital,D.NO.11-11-3/1,RAMARAOPETA,NOOKALAMMA TEMPLE STREET, KAKINADA-533004, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.5364769,80.5846544,"ANDHRA HOSPITALS BHAVANIPURAM PVT LTD,16-72/1 GOLLAPUDI VIJAYAWADA, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
17.727952,83.303028,"VENKATARAMA HOSPITAL,47-7-43, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
18.3135521,83.8952533,"DR GOLIVI HOSPITAL PVT LTD,G-5, SRIKAKULAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.7099866,83.3046216,"ADITYA MULTI CARE HOSPITAL,18-1-33, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.4395315,80.9924118,"ANNAPURNA MULTI SPECIALITY HOSPITAL,10/165, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
13.634892,79.4261195,"Sankalpa Super Speciality Hospital,DNo13-5-531/B1/7/B, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
16.2371502,80.045286,"BHAVANAM VENKATRAM MEMORIAL GBR SUPER SPECIALITY HOSPITAL,10-1-8, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
17.02431,82.232311,"HOPE INTERNATIONAL HOSPITAL A UNIT OF PALAPARTHI SUPER SPECIALITY HOSPITALS PRIVATE LIMITED,3-119, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.7085318,83.3086147,"SRADDHA HOSPITAL,14/37/45, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.5426497,81.5109811,"UVSM Eye Hospital,27-16-5/1, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
13.5574012,78.5094833,"ANAND BABU HOSPITAL,15/6/5/14, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
14.4768658,78.8336177,"Dr GRKR Multispeciality Hospital,41/1414, Y.S.R., ANDHRA PRADESH",Private (For Profit),-NA-
17.7479359,83.3320123,"Pradhama Multi Speciality Hospitals and Reasearch Institute Ltd,1-1-83, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
14.6706579,77.5937516,"ANANTAPUR ORTHOPAEDICCENTRE,11--909, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.298722,80.457731,"ASWINI NETRALAYAM,16/2/166, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.5078003,80.6427591,"PRAVEEN CARDIAC CENTRE,32-9-18, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
17.0072278,81.791686,"ASCENT HOSPITALS A UNIT OF ASCENT MEDI EXCELLENCE PRIVATE LIMITED,78-16-7, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
15.4864254,78.4887525,"MADHUMANI NURSING HOME,2-444C, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
13.6355449,79.4215771,"SRI SAI SUDHA HOSPITAL MULTISPECIALITY EYE BRANCH,513-C, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
16.48993,80.671548,"LIBERTY HOSPITALS,74-1-2,KINGSQUARECOMPLEX OPP.AUTONAGARBUSTERMINALS, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
13.273854,79.120313,"M S HOSPITAL,18-2-263, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
16.9318675,81.9552907,"NARAYANA REDDY EYE HOSPITAL,1-426, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.763757,83.308289,"HCG Pinnacle Cancer Centre,10/11/12, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.684121,83.243252,"ST ANNS JUBILEE MEMORIAL HOSPITAL,62-2-106, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
13.6507374,78.947776,"BALAJI ORTHOPAEDIC AND TRAUMA HOSPITAL,20-7-67, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
29.565373,-98.5587031,"SMILECARE MULTISPECIALITY DURGA HOSPITAL,39-91108, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.6876156,83.001766,"USHA PRIME MULTI SPECIALITY HOSPITAL A DIVISION OF CHILUKURI HEALTHCARE PVT LTD,12-4-6/1, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.7529951,83.2172629,"S R HOSPITAL,8-271, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.549848,81.513038,"AVINASH ORTHO TRAUMA AND CRITICAL CARE HOSPITAL,2-22-20, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.507707,80.6405503,"Citi orthopaedic center,32-6-18A, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.3148367,80.4170144,"PALNADUHOSPITALS,7-234, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.8126203,78.0588847,"KURNOOL RAINBOW HOSPITALS,69/213-K-9, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
16.5098473,80.6372502,"SRI SWARUPA SUPER SPECIALITY HOSPITAL,29-13-44, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
14.6872647,77.5994701,"LIFELINE HOSPITAL,18-795-F3, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.2994616,80.4502845,"PRAGATHI NURSING HOME,15-426, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.5111918,80.0395444,"SAI NURSING HOME,20-7-61, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
14.4770579,78.8251883,"M M HOSPITAL,21/626, Y.S.R., ANDHRA PRADESH",Private (For Profit),-NA-
14.6809002,77.5938723,"AASHA HOSPITAL,2-133, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
17.7566656,83.3310953,"HYDERABAD EYE INSTITUTE OPERATING TRUST OF LV PRASAD EYE INSTITUTE,11-113/1, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
14.6742497,77.6022525,"SREE NETHRA ENT AND EYE CARE HOSPITAL,G-1, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
14.6813724,77.5994513,"S V Hopsital,14/327, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.741578,81.6831237,"SAISWETHA SUPER SPECIALITY HOSPITAL A UNIT OF SAISWETHA HOSPITAL PRIVATE LIMITED,16-18-2, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.762412,83.307977,"Q ONE BONE AND JOINT HOSPITAL,13-A, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.7146722,81.1007885,"BHUVANESWARI HOSPITAL,23B/2/12, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
17.7126234,83.3199442,"ANBEACH HOSPITAL,15-9-13/24, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
13.6338735,79.4309223,"DBR AND SK SUPER SPECIALITY HOSPITAL,20-7-37, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
17.7410992,83.2432825,"SURAKSHA HEALTH PARK PRIVATE LIMITED,38-40-42/2, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.554184,81.216853,"KAMINENI HOSPITAL,1-51, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.5459504,81.5193,"Jnanananda Ophthalmic Institute,3-6-34, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.3103427,80.4333892,"SANJIVI ORTHOPAEDIC AND PHYSIOTHERAPY CENTRE,4-1-18, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.485985,78.4763456,"SAI VANI HOSPITALS,25/394-D5, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
16.5123157,80.631417,"VIJAY ORTHOPEDIC AND ACCIDENT CARE,29-5-7, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.5155259,80.6395869,"SUNRISE HOSPITALS,33-25-35, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
15.8240979,78.0407924,"SUSEELANETRALAYAANDMATERNITYHOSPITAL,46-89-11,LAKSHMINAGAR,KURNOOL,Andhra Pradesh., KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
16.298511,80.4542508,"TULASI MULTI SPECIALITY HOSPITAL,13-6-1, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
18.1115353,83.4137264,"MUVVA GOPALA HOSPITALS PVT LTD,18-1-10, VIZIANAGARAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.8268391,78.0275067,"NAMRATHA HOSPITAL,51/916B86C, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
16.2373935,80.0464883,"PUVVADA HOSPITALS,5-1-1, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
15.1647455,77.3780823,"PREETHI NURSING HOME,16/109, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
13.5587929,78.509429,"USHA EYE HOSPITAL,3-153-6, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
15.5119029,80.0405517,"PRAKASAM SUPER SPECIALITY HOSPITAL,37-169/49, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.3177651,80.4702887,"YASHASWI HOSPITALS,Near Ape Auto Showroom, Opp.Mehar Baba Temple, Mangalagiri Road, 522001, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
14.7534252,78.5502304,"SAISREEMULTISPECIALITYHOSPITAL,3/1467, Y.S.R., ANDHRA PRADESH",Private (For Profit),-NA-
15.838087,78.0410412,"NOBLE MULTI SPECIALITY HOSPITAL,43/194-2A, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
15.4931132,80.0494806,"KAKUMANI HOSPITAL,37-1-5-17, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.479061,80.048297,"SANGHAMITRA HOSPITALS PVT LTD,58/2B, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
13.5574475,78.4998113,"VISWA ORTHOPAEDIC HOSPITAL,II-64, PATEL ROAD, Madanapalli, Chittoor., CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
16.9223431,82.0128001,"SURAREDDY NURSING HOME,1-42-59/4, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
15.5114971,80.0388761,"ANEESH KIDNEY CENTRE,20-7-68,POWER OFFICE ROAD LAMBADI Donka ,Ongole,Prakasam district, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.7640045,83.3090544,"SKE SUSRUTA INSTITUTE OF MEDICAL SCIENCES PVT LTD,14-A, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
15.8123476,78.0396722,"VASAVI APEX HOSPITAL,50-760A-116, KURNOOL, ANDHRA PRADESH",Private (For Profit),-NA-
16.5136902,80.6372766,"VIJAYA SUPER SPECIALITY HOSPITAL,29-26-92A, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.5109737,80.6350505,"LIFE LINE TRIMURTY HOSPITAL,29-19-80, DORNAKAL ROAD, SURYARAOPET VIJAYAWADA (URBAN) VIJAYAWADA, KRISHNA, ANDHRA PRADESH",Private (For Profit),-NA-
16.23707,80.0563035,"FARZANA HOSPITALS,16-3-12/3,NIMMATHOTA,NARSARAOPET,Guntur, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.2945789,80.4490946,"PROF D RAMA KOTAIAH CHILDRENS HOSPITAL,12-25-24, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
13.635312,79.4199407,"VENKATARAMANA HEART AND MATERNITY HOSPITAL,10-3-206/A3/A, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
15.5141132,80.0439365,"ANJANI SUPER SPECIALITY HOSPITAL,3-3/304, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
16.2374344,80.0470948,"TEJANURSING HOME,5-2-3, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
13.6473845,79.4174523,"PURNAS REMEDY HOSPITAL,6-7-559 HARE RAMA HARE KRISHNA ROAD Tirupathi, Chittoor, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
14.6771179,77.6058727,"SREENIVASA MULTI SPECIALITY HOSPITAL,28-271, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
16.7228198,81.0913099,"CHAITRA HOSPITAL,24A-4-4, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.9653971,82.2316692,"SRI AKSHARA HOSPITALS,7-9-4, EAST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
15.5116156,80.0405398,"pandu children and multi speciality hospital,37-1-169/33a, PRAKASAM, ANDHRA PRADESH",Private (For Profit),-NA-
17.8306246,83.360421,"Gayatri Vidya Parishad Institute of Health Care and Medical Technology,6-25, VISAKHAPATANAM, ANDHRA PRADESH",Private (For Profit),-NA-
14.6803637,77.6009004,"MYTHRIHOSPITAL,15/721, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
14.6878284,77.6005786,"CHANDRA SUPERSPECIALTY HOSPITAL,13-2-390 SHIRDI NAGAR, ANANTAPUR, ANANTAPUR, ANDHRA PRADESH",Private (For Profit),-NA-
14.75543,78.550819,"swarup eye hospital and laser center,3/1177, Y.S.R., ANDHRA PRADESH",Private (For Profit),-NA-
16.7118323,81.1009692,"ANDHRA HOSPITALS ELURU PVT LTD,23A-8-8, WEST GODAVARI, ANDHRA PRADESH",Private (For Profit),-NA-
16.307142,80.463508,"VEDANTA HOSPITALS,15-11-154, GUNTUR, ANDHRA PRADESH",Private (For Profit),-NA-
13.2171972,79.0941224,"CITI HOSPITALS,2-42-46, CHITTOOR, ANDHRA PRADESH",Private (For Profit),-NA-
